"","sequencing_sample_id","sample_site_code","rna_plate_number","rna_plate_length","rna_plate_width","rna_sample_plate_position","rna_sample_plate_position_row","rna_sample_plate_position_column","sample_id","timestamp_sample_collected","sample_site_name","sample_city_name","rna_sample_plate_position_ind","sars_cov2_gc_l_mean","raw_ansis_sars_ct_repc_1","raw_ansis_sars_ct_repc_2","raw_ansis_sars_ct_repc_3","analysis_lab_code","analysis_lab_comments","sequencing_lab_code","sequencing_platform","sequencing_run_id","sequencing_run_date","sequencing_library_method","sequencing_library_protocol_version","sequencing_primer_set_version","sequencing_rna_plate_name","sequencing_rna_sample_plate_position","sequencing_lab_comments","data_model_version","grid_reference_east","grid_reference_north","grab_compo_ind","longitude","latitude","delta.mu","delta.se","delta.n","omicron.mu","omicron.se","omicron.n"
"54","1_seqloc_D4_2134512_D4_2110632_13","UKENTH_TWU_TP000013",2134512,12,8,"D4","D",4,"2110632-13","10122021:0830","BASINGSTOKE, WILDMOOR, BASINGST STW""",NA,"SAMPLE",16487.2,34.671,35.229,-2,"EA","2134512 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,467999,155201,"Grab",-1.02620505388525,51.2918902349557,0.910168434185901,0.020412229377722,12,0.000802601658690394,0.000351758793969849,10
"55","1_seqloc_D5_2134512_D5_2108697_48","UKENTH_TWU_TP000122",2134512,12,8,"D5","D",5,"2108697-48","10122021:0745","READING STW",NA,"SAMPLE",5955.2,36.083,36.941,-2,"EA","2134512 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,471099,170701,"Grab",-0.978661065389559,51.4308611537243,0.860963437127048,0.0641084565527177,12,0.0450535208223249,0.0271879715514253,10
"56","1_seqloc_D6_2134512_D6_2110639_16","UKENTH_TWU_TP000133",2134512,12,8,"D6","D",6,"2110639-16","10122021:0840","SLOUGH, WOOD STW""",NA,"SAMPLE",24504,34.359,34.301,-2,"EA","2134512 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,494299,179201,"Grab",-0.642762234503057,51.5038864991052,0.999316048000995,0.00163436456473122,12,0.111597623968047,0.0209181328286105,10
"57","1_seqloc_D7_2134512_D7_2108683_27","UKENTH_TWU_TP000084",2134512,12,8,"D7","D",7,"2108683-27","10122021:0800","LONDON (HOGSMILL Valley STW)",NA,"SAMPLE",10979.10217,34.90576295,36.63568121,-2,"EA","2134512 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,518999,168301,"Grab",-0.29070819853886,51.4012669551616,0.889601284156534,0.0339702421586102,12,0.252997593078974,0.0478643894257724,10
"58","1_seqloc_D8_2134512_D8_2108688_38","UKENTH_TWU_TP000015",2134512,12,8,"D8","D",8,"2108688-38","10122021:1000","LONDON (Beddington STW)",NA,"SAMPLE",39439.2,33.445,33.809,-2,"EA","2134512 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,529519,166319,"Grab",-0.140281565231851,51.3811527517997,0.629340601896796,0.0764999032485136,12,0.312691023246477,0.071119074789157,10
"59","1_seqloc_D9_2134512_D9_2110651_18","UKENTH_TWU_TP000123",2134512,12,8,"D9","D",9,"2110651-18","10122021:0755","REIGATE STW",NA,"SAMPLE",-4,-4,-4,-2,"EA","2134512 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,527219,148041,"Grab",-0.179822255200872,51.2174040501672,1,0,8,NA,NA,0
"60","1_seqloc_E1_2134512_E1_2110641_12","UKENTH_TWU_TP000159",2134512,12,8,"E1","E",1,"2110641-12","10122021:0840","OXFORD STW",NA,"SAMPLE",58652.8,32.995,33.047,-2,"EA","2134512 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,454389,202231,"Grab",-1.21412771115259,51.7161789294163,0.788131699846861,0.0579618168605186,12,0.0340703798648366,0.0313170802502265,10
"61","1_seqloc_E10_2134512_E10_2109703_18","UKENNW_UU_TP000050",2134512,12,8,"E10","E",10,"2109703-18","10122021:0800","Fleetwood and Blackpool (Fleetwood Marsh) STW",NA,"SAMPLE",2074.678192,36.99337342,1000,-2,"EA","2134512 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,333099,446501,"Grab",-3.01990185449593,53.9103237251771,0.999941362730151,9.81546917942407e-05,12,0,0,10
"62","1_seqloc_E11_2134512_E11_2109760_09","UKENNW_UU_TP000123",2134512,12,8,"E11","E",11,"2109760-09","10122021:0800","WALTON-LE-DALE STW",NA,"SAMPLE",-4,-4,-4,-2,"EA","2134512 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,354370,427570,"Composite",-2.69331552245931,53.7425003124575,1,0,4,NA,NA,0
"63","1_seqloc_E2_2134512_E2_2108687_25","UKENTH_TWU_TP000052",2134512,12,8,"E2","E",2,"2108687-25","10122021:0800","LONDON (Crossness STW)",NA,"SAMPLE",25917.6,33.747,34.999,-2,"EA","2134512 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,549086,180831,"Composite",0.14679359632158,51.5067496834803,0.699340714019157,0.0629634459460173,12,0.427340262161906,0.0516759261954375,10
"64","1_seqloc_E3_2134512_E3_2109756_08","UKENNW_UU_TP000034",2134512,12,8,"E3","E",3,"2109756-08","10122021:0800","CLITHEROE STW",NA,"SAMPLE",1254.451675,37.74793026,1000,-2,"EA","2134512 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,372619,440391,"Composite",-2.41778165144567,53.8590134683741,1,NA,1,NA,NA,0
"65","1_seqloc_E4_2134512_E4_2110642_03","UKENTH_TWU_TP000050",2134512,12,8,"E4","E",4,"2110642-03","10122021:0915","LONDON (Crawley STW)",NA,"SAMPLE",5730.533371,36.73428554,36.31345348,-2,"EA","2134512 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,528799,140201,"Grab",-0.160019528534185,51.1465896542401,0.936775398675456,0.024762102884688,12,0.0733392854856858,0.0131762615074191,10
"66","1_seqloc_E5_2134512_E5_2110566_03","UKENAN_AW_TP000261",2134512,12,8,"E5","E",5,"2110566-03","10122021:0800","THETFORD STW",NA,"SAMPLE",97516,32.623,31.965,-2,"EA","2134512 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,585582,283663,"Grab",0.727620860017995,52.41946483811,0.99992284958042,9.32210557762008e-05,12,0.000165174837001565,9.47071974129545e-05,10
"67","1_seqloc_E6_2134512_E6_2110552_01","UKENAN_AW_TP000172",2134512,12,8,"E6","E",6,"2110552-01","10122021:0920","MABLETHORPE STW",NA,"SAMPLE",-4,-4,-4,-2,"EA","2134512 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,549093,382502,"Grab",0.236745962860669,53.3184561410486,0.98562091503268,0.101851851851852,9,0,0,9
"68","1_seqloc_E7_2134512_E7_2110576_04","UKENAN_AW_TP000247",2134512,12,8,"E7","E",7,"2110576-04","10122021:0912","STALHAM STW",NA,"SAMPLE",12962.4,35.127,35.462,-2,"EA","2134512 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,635866,325256,"Grab",1.49535269649582,52.7733378494243,0.999961691694759,0.000118680697786807,12,0.000129220958477928,0.000136518771331058,10
"69","1_seqloc_E8_2134512_E8_2110571_02","UKENAN_AW_TP000015",2134512,12,8,"E8","E",8,"2110571-02","10122021:0937","BECCLES STW",NA,"SAMPLE",1559.2,37.422,-4,-2,"EA","2134512 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,644890,290424,"Grab",1.60307305929328,52.4568178531454,1,0,10,0,0,9
"70","1_seqloc_E9_2134512_E9_2110542_08","UKENAN_AW_TP000116",2134512,12,8,"E9","E",9,"2110542-08","10122021:1029","GRIMSBY   STW",NA,"SAMPLE",17725.6,34.929,34.71,-2,"EA","2134512 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,526212,410959,"Grab",-0.0951159651278669,53.5800437993568,0.999982338708253,4.0807760964251e-05,12,0.000235723423724201,0.000206920889088979,10
"71","1_seqloc_F1_2134512_F1_2108681_41","UKENSO_SW_TP000033",2134512,12,8,"F1","F",1,"2108681-41","10122021:1400","CANTERBURY STW",NA,"SAMPLE",44786.4,33.223,33.66,-2,"EA","2134512 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,616939,159720,"Composite",1.11028338698272,51.2952607958999,0.853669890543363,0.0324666116135357,12,0.172707735134357,0.0290797793381165,10
"72","1_seqloc_F10_2134512_F10_2110696_04","UKENSO_SW_TP000081",2134512,12,8,"F10","F",10,"2110696-04","10122021:1150","BURGESS HILL   STW",NA,"SAMPLE",10565.6,35.392,35.822,-2,"EA","2134512 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,528801,120569,"Composite",-0.166972329442584,50.9701461375684,0.918373806467495,0.0258241456645603,12,0.117144178858062,0.029730639070818,10
"73","1_seqloc_F11_2134512_F11_2110698_06","UKENSO_SW_TP000084",2134512,12,8,"F11","F",11,"2110698-06","10122021:1130","SCAYNES HILL STW",NA,"SAMPLE",3211.016159,36.33829195,1000,-2,"EA","2134512 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,537904,124302,"Grab",-0.0359894432179954,51.0015890284352,0.866901181772198,0.0890285449074549,12,0.470524736934305,0.0982957948469367,10
"74","1_seqloc_F2_2134512_F2_2110700_06","UKENSO_SW_TP000096",2134512,12,8,"F2","F",2,"2110700-06","10122021:0725","HAILSHAM SOUTH STW",NA,"SAMPLE",-4,-4,-4,-2,"EA","2134512 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,559739,108341,"Grab",0.267968628114154,50.8525324875144,0,NA,1,0,0,2
"75","1_seqloc_F3_2134512_F3_2110694_07","UKENSO_SW_TP000082",2134512,12,8,"F3","F",3,"2110694-07","10122021:0810","NEWHAVEN, LEWES   STW""",NA,"SAMPLE",59672,33.465,32.637,-2,"EA","2134512 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,545196,100750,"Grab",0.0585104595197318,50.7881450472594,0.976773746244511,0.00935526655635848,12,0.000294714343513402,0.000187456710263814,10
"76","1_seqloc_F4_2134512_F4_2108667_24","UKENSO_SW_TP000030",2134512,12,8,"F4","F",4,"2108667-24","10122021:1025","MAIDSTONE AND AYLESFORD STW",NA,"SAMPLE",34269.12109,33.36432528,34.49916133,-2,"EA","2134512 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,571975,159382,"Composite",0.46590345863412,51.3075722928999,0.988279236644287,0.00552235979277314,12,0.270263799050178,0.0489719399946488,10
"77","1_seqloc_F5_2134512_F5_2110686_07","UKENSO_SW_TP000090",2134512,12,8,"F5","F",5,"2110686-07","10122021:0920","LITTLEHAMPTON AND BOGNOR   STW",NA,"SAMPLE",139980.8,31.562,31.888,-2,"EA","2134512 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,499695,103145,"Composite",-0.58609927267454,50.8192783827087,0.983769494845515,0.0111395711900281,12,0.0330366733010052,0.00920540505532237,10
"78","1_seqloc_F6_2134512_F6_2108723_36","UKENSO_SW_TP000027",2134512,12,8,"F6","F",6,"2108723-36","10122021:1020","HYTHE STW",NA,"SAMPLE",-4,-4,-4,-2,"EA","2134512 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,615620,133984,"Grab",1.07596379681233,51.0646797709375,-1,-1,-1,NA,-1,-1
"79","1_seqloc_F7_2134512_F7_2110685_06","UKENSO_SW_TP000083",2134512,12,8,"F7","F",7,"2110685-06","10122021:0845","WORTHING   STW",NA,"SAMPLE",55195.21606,32.48309584,34.21584376,-2,"EA","2134512 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,517007,103642,"Grab",-0.340281961825252,50.8205102005352,0.96291542516617,0.0105070618092746,12,0.00432060286252505,0.0154480879338216,10
"80","1_seqloc_F8_2134512_F8_2110701_05","UKENSO_SW_TP000021",2134512,12,8,"F8","F",8,"2110701-05","10122021:1100","TUNBRIDGE WELLS   South STW",NA,"SAMPLE",38572,33.115,34.488,-2,"EA","2134512 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,554505,138089,"Grab",0.206310708199753,51.1212574390186,0.943595686101339,0.0129808586815329,12,0.117858777834494,0.0210819211545843,10
"81","1_seqloc_F9_2134512_F9_2110683_05","UKENSO_SW_TP000091",2134512,12,8,"F9","F",9,"2110683-05","10122021:1000","EAST HASTINGS, BEXHILL   STW""",NA,"SAMPLE",882.4,38.275,-4,-2,"EA","2134512 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,576559,109381,"Composite",0.507191036571549,50.8569903189901,1,0,8,0,0,9
"82","1_seqloc_G1_2134714_A1_2108724_38","UKENAN_AW_TP000063",2134714,12,8,"A1","A",1,"2108724-38","12122021:0830","COLCHESTER STW",NA,"SAMPLE",56698.4,33.224,32.982,-2,"EA","2134714 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,602226,223615,"Grab",0.93633074070609,51.8744280379238,0.309029625687422,0.10511117590625,12,0.747816159225698,0.0351789909915809,10
"83","1_seqloc_G10_2134714_A10_2110547_05","UKENAN_AW_TP000148",2134714,12,8,"A10","A",10,"2110547-05","12122021:0805","JAYWICK STW",NA,"SAMPLE",661.6,38.645,-4,-2,"EA","2134714 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,614064,214273,"Grab",1.10226352621911,51.7861441457284,0.999884619822315,0.0833333333333334,12,0,0,9
"84","1_seqloc_G11_2134714_A11_2110531_03","UKENAN_AW_TP000303",2134714,12,8,"A11","A",11,"2110531-03","12122021:0834","BASILDON STW",NA,"SAMPLE",6697.6,36.011,36.538,-2,"EA","2134714 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,573699,190651,"Grab",0.505948778448078,51.5879383316905,0.65637246849553,0.0909859903972108,12,0.640607797412959,0.0893396084542555,10
"85","1_seqloc_G2_2134714_A2_2110567_03","UKENAN_AW_TP000308",2134714,12,8,"A2","A",2,"2110567-03","12122021:0918","TILBURY STW, TILBURY, ESSEX""",NA,"SAMPLE",2148.278885,38.19564168,37.7046319,-2,"EA","2134714 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,565353,175767,"Grab",0.378609800205188,51.4567346360121,0.899403681617838,0.118574116094569,11,0,0,10
"86","1_seqloc_G3_2134714_A3_2109710_15","UKENNW_UU_TP000139",2134714,12,8,"A3","A",3,"2109710-15","12122021:0830","WORKINGTON STW",NA,"SAMPLE",6608,35.726,37.144,-2,"EA","2134714 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,300479,531841,"Grab",-3.54474319609232,54.6717748325908,0.999916321492825,0.000421940928270063,12,0,0,10
"87","1_seqloc_G4_2134714_A4_2110539_04","UKENAN_AW_TP000096",2134714,12,8,"A4","A",4,"2110539-04","12122021:0945","FELIXSTOWE STW",NA,"SAMPLE",2095.2,38.541,37.555,-2,"EA","2134714 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,628955,233284,"Grab",1.33037791794963,51.9508925697152,1,0,6,0,0,6
"88","1_seqloc_G5_2134714_A5_2110564_05","UKENAN_AW_TP000253",2134714,12,8,"A5","A",5,"2110564-05","12122021:1035","STOWMARKET STW",NA,"SAMPLE",1956.828842,37.35570319,39.49486574,-2,"EA","2134714 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,605741,258373,"Grab",1.00820325622772,52.1852125954527,0.931055357503195,0.0913537999250854,11,0,0,10
"89","1_seqloc_G6_2134714_A6_2110578_04","UKENAN_AW_TP000191",2134714,12,8,"A6","A",6,"2110578-04","12122021:1015","NEEDHAM MARKET STW",NA,"SAMPLE",-4,-4,-4,-2,"EA","2134714 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,609463,254882,"Grab",1.06041308505091,52.1524721480188,-1,-1,-1,NA,-1,-1
"90","1_seqloc_G7_2134714_A7_2110565_06","UKENAN_AW_TP000254",2134714,12,8,"A7","A",7,"2110565-06","12122021:1125","SUDBURY STW",NA,"SAMPLE",1413.6,38.68,38.427,-2,"EA","2134714 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,586240,241118,"Grab",0.713874165952886,52.0371802487598,1,0,3,NA,NA,0
"91","1_seqloc_G8_2134714_A8_2110561_02","UKENAN_AW_TP000307",2134714,12,8,"A8","A",8,"2110561-02","12122021:0808","SOUTHEND SEWAGE WORKS, SOUTHEND ON""",NA,"SAMPLE",13087.2,34.974,35.621,-2,"EA","2134714 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,587999,187601,"Grab",0.71049924284457,51.5559599757506,0.828932651759306,0.0440603409592943,12,0.282301439593271,0.0438709728723764,10
"92","1_seqloc_G9_2134714_A9_2110536_03","UKENAN_AW_TP000029",2134714,12,8,"A9","A",9,"2110536-03","12122021:1104","BRAINTREE STW",NA,"SAMPLE",-4,-4,-4,-2,"EA","2134714 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,576577,222052,"Grab",0.563360983932218,51.8690934813823,0.651959512068518,0.2,5,NA,NA,0
"93","1_seqloc_H1_2134714_B1_2109740_28","UKENNE_YW_TP000063",2134714,12,8,"B1","B",1,"2109740-28","12122021:0900","WAKEFIELD (CALDER VALE) STW",NA,"SAMPLE",27909.6,33.931,34.394,-2,"EA","2134714 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,435069,420411,"Composite",-1.47056602790837,53.6789924065587,0.999855793496287,0.000701179469476958,12,0.000201600522682214,7.74443368828654e-05,10
"94","1_seqloc_H10_2134714_B10_2110641_13","UKENTH_TWU_TP000159",2134714,12,8,"B10","B",10,"2110641-13","12122021:0655","OXFORD STW",NA,"SAMPLE",11848.8,35.732,35.144,-2,"EA","2134714 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,454389,202231,"Grab",-1.21412771115259,51.7161789294163,0.668588985278654,0.0834609286813108,12,0.414513234334105,0.0622505168210804,10
"95","1_seqloc_H11_2134714_B11_2108707_29","UKENTH_TWU_TP000116",2134714,12,8,"B11","B",11,"2108707-29","10122021:0001","NEWBURY STW",NA,"SAMPLE",29431.2,34.617,33.666,-2,"EA","2134714 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,449859,166721,"Grab",-1.28471671062451,51.3973402958271,0.999924436342341,6.59868946282952e-05,12,0.000167785830223846,9.57391127984088e-05,10
"96","1_seqloc_H2_2134714_B2_2109744_10","UKENNE_YW_TP000015",2134714,12,8,"B2","B",2,"2109744-10","12122021:0930","HARROGATE NORTH STW",NA,"SAMPLE",1759.2,38.169,38.283,-2,"EA","2134714 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,430429,458201,"Grab",-1.53707820661654,54.0189230618361,0.999947913953852,4.65484336451751e-05,11,0,0,9
"97","1_seqloc_H3_2134714_B3_2109741_20","UKENNE_YW_TP000029",2134714,12,8,"B3","B",3,"2109741-20","12122021:0315","YORK (NABURN) STW",NA,"SAMPLE",691.2,38.58,-4,-2,"EA","2134714 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,460089,447151,"Grab",-1.08662383417172,53.917027793877,0.2447934105672,0.113751102956114,11,0.394831899738514,0.128777755784837,8
"98","1_seqloc_H4_2134714_B4_2109765_09","UKENNE_YW_TP000026",2134714,12,8,"B4","B",4,"2109765-09","12122021:0710","MALTON STW",NA,"SAMPLE",173140,31.398,31.504,-2,"EA","2134714 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,477456,470471,"Grab",-0.816330403990466,54.1242733620517,0.999982509838216,3.05606763567608e-05,12,6.33403726345392e-05,4.22512885950611e-05,10
"99","1_seqloc_H5_2134714_B5_2108508_36","UKENNE_YW_TP000061",2134714,12,8,"B5","B",5,"2108508-36","12122021:0545","BRIDLINGTON STW",NA,"SAMPLE",-4,-4,-4,-2,"EA","2134714 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,515971,465255,"Composite",-0.229263946443297,54.0701829628415,1,0,11,0,0,6
"100","1_seqloc_H6_2134714_B6_2109781_16","UKENNE_YW_TP000039",2134714,12,8,"B6","B",6,"2109781-16","12122021:0625","SCARBOROUGH STW",NA,"SAMPLE",7389.896774,36.58020394,35.74771353,-2,"EA","2134714 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,502608,492250,"Grab",-0.424183944292775,54.3155369322324,1,0,11,0,0,7
"101","1_seqloc_H7_2134714_B7_2109747_08","UKENNE_YW_TP000056",2134714,12,8,"B7","B",7,"2109747-08","12122021:0455","BEVERLEY STW",NA,"SAMPLE",30898.4,33.502,34.739,-2,"EA","2134714 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,505199,439176,"Composite",-0.402783089986598,53.838193441849,0.992543182689566,0.00716217023105908,12,0.000198934924092609,0.000135748580214986,10
"102","1_seqloc_H8_2134714_B8_2109764_08","UKENNE_YW_TP000008",2134714,12,8,"B8","B",8,"2109764-08","12122021:0835","COLBURN STW",NA,"SAMPLE",1854.730744,38.37032931,37.95255361,-2,"EA","2134714 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,424468,497925,"Grab",-1.62483617166145,54.3762447568563,1,0,10,0,0,9
"103","1_seqloc_H9_2134714_B9_2110644_13","UKENTH_TWU_TP000139",2134714,12,8,"B9","B",9,"2110644-13","12122021:0400","SWINDON, RODBOURNE, SWINDON, WI STW""",NA,"SAMPLE",3160,37.132,37.631,-2,"EA","2134714 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_1_2134512_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,412709,185801,"Grab",-1.81802189425078,51.5709382815675,1,0,11,0.000574489106005809,0.000202449640651888,6
"104","2_seqloc_A1_2134513_A1_2110678_15","UKENSO_SW_TP000001",2134513,12,8,"A1","A",1,"2110678-15","10122021:1335","SOUTHAMPTON WEST (MILLBROOK) STW",NA,"SAMPLE",52641.6,34.322,32.744,-2,"EA","2134513 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_2_2134513_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,438718,112480,"Grab",-1.45066684989734,50.9104955406385,0.844823947663187,0.0327708706791119,12,0.17331062134866,0.0239200117605096,10
"105","2_seqloc_A10_2134513_A10_2108671_31","UKENSO_SW_TP000011",2134513,12,8,"A10","A",10,"2108671-31","10122021:1210","TOTTON, MARCHWOOD, HYTHE, CADNAM STW""",NA,"SAMPLE",34701.6,33.9,34.065,-2,"EA","2134513 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_2_2134513_2134714","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,438275,111125,"Composite",-1.45710919417713,50.8983408654957,0.759221673138016,0.0851594091552453,12,0.58577723232907,0.124410509680518,10
